deal id,proposed ticker,company name,proposed exchange,proposed share price,shares offered,date,year,month,dollar value of offering,,,Year,Count
801983-77936,RTTR,"Qualigen Therapeutics, Inc.",Nasdaq SmallCap Market,5,"4,000,000",2015-06-24T00:00:00+03:00,2015,6,"$20,000,000",,,,
801507-78395,MB,"MINDBODY, Inc.",Nasdaq National Market,14,"7,150,000",2015-06-19T00:00:00+03:00,2015,6,"$100,100,000",,,,
965800-78464,CYAD,Celyad Oncology SA,Nasdaq National Market,68.56,"1,460,000",2015-06-19T00:00:00+03:00,2015,6,"$100,097,600",,,,
959867-77827,CAFD,8point3 Energy Partners LP,Nasdaq National Market,21,"20,000,000",2015-06-19T00:00:00+03:00,2015,6,"$420,000,000",,,,
963387-78178,FOGO,"Fogo de Chao, Inc.",Nasdaq National Market,20,"4,411,764",2015-06-19T00:00:00+03:00,2015,6,"$88,235,280",,,,
789726-78353,FIT,"FITBIT, INC.",New York Stock Exchange,20,"36,575,000",2015-06-18T00:00:00+03:00,2015,6,"$731,500,000",,,,
831965-75860,UNVR,Univar Solutions Inc.,New York Stock Exchange,22,"35,000,000",2015-06-18T00:00:00+03:00,2015,6,"$770,000,000",,,,
950789-78422,NVLS,"ALPINE IMMUNE SCIENCES, INC.",Nasdaq National Market,14,"5,500,000",2015-06-17T00:00:00+03:00,2015,6,"$77,000,000",,,,
737793-78162,IVTY,"Invuity, Inc.",Nasdaq National Market,12,"4,000,000",2015-06-15T00:00:00+03:00,2015,6,"$48,000,000",,,,
964627-78338,WING,Wingstop Inc.,Nasdaq National Market,19,"5,800,000",2015-06-12T00:00:00+03:00,2015,6,"$110,200,000",,,,
963353-78170,PUB,Altabancorp,Nasdaq SmallCap Market,14.5,"2,500,000",2015-06-11T00:00:00+03:00,2015,6,"$36,250,000",,,,
963685-78211,ELECU,Electrum Special Acquisition Corp,Nasdaq SmallCap Market,10,"17,500,000",2015-06-11T00:00:00+03:00,2015,6,"$175,000,000",,,,
965088-78397,AXON,Sio Gene Therapies Inc.,New York Stock Exchange,15,"21,000,000",2015-06-11T00:00:00+03:00,2015,6,"$315,000,000",,,,
909527-78433,BITI,Biotie Therapies Corp.,Nasdaq National Market,14.888,"3,761,418",2015-06-11T00:00:00+03:00,2015,6,"$56,007,514",,,,
943987-76409,WWRB,"Po Yuen Cultural Holdings (Hong Kong) Co., Ltd.",OTCBB,0.1,"2,500,000",2015-06-10T00:00:00+03:00,2015,6,"$250,000",,,,
964468-78321,EVH,"Evolent Health, Inc.",New York Stock Exchange,17,"11,500,000",2015-06-05T00:00:00+03:00,2015,6,"$195,500,000",,,,
962037-78037,DTEA,DAVIDsTEA Inc.,Nasdaq National Market,19,"5,100,000",2015-06-05T00:00:00+03:00,2015,6,"$96,900,000",,,,
948923-78332,GI,"EndoChoice Holdings, Inc.",New York Stock Exchange,15,"6,350,000",2015-06-05T00:00:00+03:00,2015,6,"$95,250,000",,,,
945792-76589,PTXP,"PennTex Midstream Partners, LP",Nasdaq National Market,20,"11,250,000",2015-06-04T00:00:00+03:00,2015,6,"$225,000,000",,,,
946653-78638,AQMS,"Aqua Metals, Inc.",Nasdaq SmallCap Market,5,"6,600,000",2015-07-31T00:00:00+03:00,2015,7,"$33,000,000",,,,
964760-78350,GLBL,"TERRAFORM GLOBAL, INC.",Nasdaq National Market,15,"45,000,000",2015-07-31T00:00:00+03:00,2015,7,"$675,000,000",,,,
61156-77621,XELB,"XCel Brands, Inc.",Nasdaq National Market,9,"1,800,000",2015-07-31T00:00:00+03:00,2015,7,"$16,200,000",,,,
967930-78690,VTVT,vTv Therapeutics Inc.,Nasdaq National Market,15,"7,812,500",2015-07-30T00:00:00+03:00,2015,7,"$117,187,500",,,,
967850-78676,GPACU,"Purple Innovation, Inc.",Nasdaq SmallCap Market,10,"13,500,000",2015-07-30T00:00:00+03:00,2015,7,"$135,000,000",,,,
964883-78357,EACQU,Easterly Acquisition Corp.,Nasdaq SmallCap Market,10,"18,000,000",2015-07-30T00:00:00+03:00,2015,7,"$180,000,000",,,,
672710-78749,NK,"NantKwest, Inc.",Nasdaq National Market,25,"8,288,000",2015-07-28T00:00:00+03:00,2015,7,"$207,200,000",,,,
968092-78703,WYIGU,Code Chain New Continent Ltd,Nasdaq SmallCap Market,10,"5,000,000",2015-07-24T00:00:00+03:00,2015,7,"$50,000,000",,,,
807805-78743,NEOS,"Neos Therapeutics, Inc.",Nasdaq National Market,15,"4,800,000",2015-07-23T00:00:00+03:00,2015,7,"$72,000,000",,,,
803316-78750,LOB,"Live Oak Bancshares, Inc.",Nasdaq National Market,17,"4,800,000",2015-07-23T00:00:00+03:00,2015,7,"$81,600,000",,,,
968598-78769,HCACU,"Daseke, Inc.",Nasdaq SmallCap Market,10,"17,500,000",2015-07-23T00:00:00+03:00,2015,7,"$175,000,000",,,,
967510-78649,BUFF,"Blue Buffalo Pet Products, Inc.",Nasdaq National Market,20,"33,831,554",2015-07-22T00:00:00+03:00,2015,7,"$676,631,080",,,,
964343-78298,MCFT,"MasterCraft Boat Holdings, Inc.",Nasdaq National Market,15,"6,071,429",2015-07-17T00:00:00+03:00,2015,7,"$91,071,435",,,,
674544-78694,OOMA,OOMA INC,New York Stock Exchange,13,"5,000,000",2015-07-17T00:00:00+03:00,2015,7,"$65,000,000",,,,
891765-78660,RPD,"Rapid7, Inc.",Nasdaq National Market,16,"6,450,000",2015-07-17T00:00:00+03:00,2015,7,"$103,200,000",,,,
967922-78686,OLLI,"Ollie's Bargain Outlet Holdings, Inc.",Nasdaq National Market,16,"8,925,000",2015-07-16T00:00:00+03:00,2015,7,"$142,800,000",,,,
635290-78678,DNAI,"Sierra Oncology, Inc.",Nasdaq National Market,17,"8,100,000",2015-07-16T00:00:00+03:00,2015,7,"$137,700,000",,,,
967929-78689,JP,Jupai Holdings Ltd,New York Stock Exchange,10,"5,300,000",2015-07-16T00:00:00+03:00,2015,7,"$53,000,000",,,,
686107-78688,CHMA,"CHIASMA, INC",Nasdaq National Market,16,"6,365,000",2015-07-16T00:00:00+03:00,2015,7,"$101,840,000",,,,
953462-77324,HLG,Hailiang Education Group Inc.,Nasdaq National Market,7,"2,858,000",2015-07-07T00:00:00+03:00,2015,7,"$20,006,000",,,,
966846-78575,NTRA,"Natera, Inc.",Nasdaq National Market,18,"10,000,000",2015-07-02T00:00:00+03:00,2015,7,"$180,000,000",,,,
961806-78013,CNXC,CONSOL Coal Resources LP,New York Stock Exchange,15,"5,000,000",2015-07-01T00:00:00+03:00,2015,7,"$75,000,000",,,,
652145-78505,CFMS,ConforMIS Inc,Nasdaq National Market,15,"9,000,000",2015-07-01T00:00:00+03:00,2015,7,"$135,000,000",,,,
816414-78553,TDOC,"Teladoc Health, Inc.",New York Stock Exchange,19,"8,250,000",2015-07-01T00:00:00+03:00,2015,7,"$156,750,000",,,,
949127-76932,UFAB,"Unique Fabricating, Inc.",American Stock Exchange,9.5,"2,350,000",2015-07-01T00:00:00+03:00,2015,7,"$22,325,000",,,,
884767-78761,BNTC,Benitec Biopharma LTD/ADR,Nasdaq SmallCap Market,9.21,"1,500,000",2015-08-18T00:00:00+03:00,2015,8,"$13,815,000",,,,
970880-78971,GRSHU,"Hostess Brands, Inc.",Nasdaq SmallCap Market,10,"35,000,000",2015-08-14T00:00:00+03:00,2015,8,"$350,000,000",,,,
648371-78928,HLI,"HOULIHAN LOKEY, INC.",New York Stock Exchange,21,"10,500,000",2015-08-13T00:00:00+03:00,2015,8,"$220,500,000",,,,
838163-78873,CNFR,"Conifer Holdings, Inc.",Nasdaq National Market,10.5,"3,100,000",2015-08-13T00:00:00+03:00,2015,8,"$32,550,000",,,,
965047-78388,ECACU,E-Compass Acquisition Corp.,Nasdaq SmallCap Market,10,"4,000,000",2015-08-13T00:00:00+03:00,2015,8,"$40,000,000",,,,
954120-78911,GBT,"Global Blood Therapeutics, Inc.",Nasdaq National Market,20,"6,000,000",2015-08-12T00:00:00+03:00,2015,8,"$120,000,000",,,,
961088-78894,AIMT,"Aimmune Therapeutics, Inc.",Nasdaq National Market,16,"10,000,000",2015-08-06T00:00:00+03:00,2015,8,"$160,000,000",,,,
968589-78763,PLNT,"Planet Fitness, Inc.",New York Stock Exchange,16,"13,500,000",2015-08-06T00:00:00+03:00,2015,8,"$216,000,000",,,,
809809-78799,RUN,SunRun Inc.,Nasdaq National Market,14,"17,900,000",2015-08-05T00:00:00+03:00,2015,8,"$250,600,000",,,,
946800-78846,ZYNE,"Zynerba Pharmaceuticals, Inc.",Nasdaq National Market,14,"3,000,000",2015-08-05T00:00:00+03:00,2015,8,"$42,000,000",,,,
969070-78827,BETR,"Amplify Snack Brands, INC",New York Stock Exchange,18,"15,000,000",2015-08-05T00:00:00+03:00,2015,8,"$270,000,000",,,,
967481-78643,NTEC,Intec Pharma Ltd.,Nasdaq SmallCap Market,6,"5,025,000",2015-08-04T00:00:00+03:00,2015,8,"$30,150,000",,,,
972218-79104,BLVDU,ESTRE USA INC.,Nasdaq SmallCap Market,10,"35,000,000",2015-09-22T00:00:00+03:00,2015,9,"$350,000,000",,,,
968401-78736,NBRV,Nabriva Therapeutics Plc,Nasdaq National Market,10.25,"9,000,000",2015-09-18T00:00:00+03:00,2015,9,"$92,250,000",,,,
668436-79195,PEN,Penumbra Inc,New York Stock Exchange,30,"4,000,000",2015-09-18T00:00:00+03:00,2015,9,"$120,000,000",,,,
919621-79205,RGNX,REGENXBIO Inc.,Nasdaq National Market,22,"6,300,000",2015-09-17T00:00:00+03:00,2015,9,"$138,600,000",,,,
973066-79182,PACEU,Pace Holdings Corp.,Nasdaq SmallCap Market,10,"40,000,000",2015-09-11T00:00:00+03:00,2015,9,"$400,000,000",,,,
973104-79186,EAGLU,WillScot Mobile Mini Holdings Corp.,Nasdaq SmallCap Market,10,"48,000,000",2015-09-11T00:00:00+03:00,2015,9,"$480,000,000",,,,
885210-79474,MYOK,"MyoKardia, Inc.",Nasdaq National Market,10,"5,437,500",2015-10-29T00:00:00+02:00,2015,10,"$54,375,000",,,,
740608-79383,IOTS,ADESTO TECHNOLOGIES Corp,Nasdaq SmallCap Market,5,"5,000,000",2015-10-27T00:00:00+02:00,2015,10,"$25,000,000",,,,
968928-78811,LMFAU,"LM FUNDING AMERICA, INC.",Nasdaq SmallCap Market,10,"2,000,000",2015-10-23T00:00:00+03:00,2015,10,"$20,000,000",,,,
969866-78899,OASM,Oasmia Pharmaceutical AB,Nasdaq SmallCap Market,4.06,"2,339,200",2015-10-23T00:00:00+03:00,2015,10,"$9,497,152",,,,
969078-78829,MPSX,Multi Packaging Solutions International Ltd,New York Stock Exchange,13,"16,500,000",2015-10-22T00:00:00+03:00,2015,10,"$214,500,000",,,,
920580-79379,DMTX,"Dimension Therapeutics, Inc.",Nasdaq National Market,13,"5,500,000",2015-10-22T00:00:00+03:00,2015,10,"$71,500,000",,,,
971252-79019,RACE,Ferrari N.V.,New York Stock Exchange,52,"17,175,000",2015-10-21T00:00:00+03:00,2015,10,"$893,100,000",,,,
954315-77394,TLLT,"XSport Global, Inc.",OTCBB,0.037,"4,181,000",2015-10-21T00:00:00+03:00,2015,10,"$167,240",,,,
814520-78820,AFCO,American Farmland Co,American Stock Exchange,8,"6,000,000",2015-10-20T00:00:00+03:00,2015,10,"$48,000,000",,,,
958849-79279,SBBP,Strongbridge Biopharma plc,Nasdaq National Market,10,"2,500,000",2015-10-16T00:00:00+03:00,2015,10,"$25,000,000",,,,
878917-78674,CERCU,Cerecor Inc.,Nasdaq SmallCap Market,6.5,"4,000,000",2015-10-15T00:00:00+03:00,2015,10,"$26,000,000",,,,
8338-78979,FDC,FIRST DATA CORP,New York Stock Exchange,16,"160,000,000",2015-10-15T00:00:00+03:00,2015,10,"$2,560,000,000",,,,
973317-79208,PAACU,"Borqs Technologies, Inc.",Nasdaq SmallCap Market,10,"5,000,000",2015-10-15T00:00:00+03:00,2015,10,"$50,000,000",,,,
974178-79297,CLACU,Capitol Acquisition Corp. III,Nasdaq SmallCap Market,10,"30,000,000",2015-10-14T00:00:00+03:00,2015,10,"$300,000,000",,,,
972592-79140,PMTS,CPI Card Group Inc.,Nasdaq National Market,10,"15,000,000",2015-10-09T00:00:00+03:00,2015,10,"$150,000,000",,,,
837920-79283,CTMX,"CytomX Therapeutics, Inc.",Nasdaq National Market,12,"6,666,667",2015-10-08T00:00:00+03:00,2015,10,"$80,000,004",,,,
973717-79244,ABTX,"Allegiance Bancshares, Inc.",Nasdaq National Market,21,"2,600,000",2015-10-08T00:00:00+03:00,2015,10,"$54,600,000",,,,
889155-79210,ACRS,"Aclaris Therapeutics, Inc.",Nasdaq National Market,11,"5,000,000",2015-10-07T00:00:00+03:00,2015,10,"$55,000,000",,,,
814877-79169,PSTG,"PURE Storage, Inc.",New York Stock Exchange,17,"25,000,000",2015-10-07T00:00:00+03:00,2015,10,"$425,000,000",,,,
974162-79294,NVCR,Novocure Ltd,Nasdaq National Market,22,"7,500,000",2015-10-02T00:00:00+03:00,2015,10,"$165,000,000",,,,
944139-76424,PFGC,Performance Food Group Co,New York Stock Exchange,19,"14,500,000",2015-10-01T00:00:00+03:00,2015,10,"$275,500,000",,,,
862452-79248,MIRN,"SYNLOGIC, INC.",Nasdaq National Market,7,"6,250,000",2015-10-01T00:00:00+03:00,2015,10,"$43,750,000",,,,
811907-79196,EDGE,PDS Biotechnology Corp,Nasdaq National Market,11,"7,315,151",2015-10-01T00:00:00+03:00,2015,10,"$80,466,661",,,,
973332-79211,SGRY,"Surgery Partners, Inc.",Nasdaq National Market,19,"14,285,000",2015-10-01T00:00:00+03:00,2015,10,"$271,415,000",,,,
975490-79410,ANDAU,Andina Acquisition Corp. II,Nasdaq SmallCap Market,10,"4,000,000",2015-11-25T00:00:00+02:00,2015,11,"$40,000,000",,,,
976572-79529,DLTH,DULUTH HOLDINGS INC.,Nasdaq National Market,12,"6,666,667",2015-11-20T00:00:00+02:00,2015,11,"$80,000,004",,,,
975847-79458,KTOV,PURPLE BIOTECH LTD.,Nasdaq SmallCap Market,4.12,"3,158,900",2015-11-20T00:00:00+02:00,2015,11,"$13,014,668",,,,
909091-79570,AXSM,"Axsome Therapeutics, Inc.",Nasdaq SmallCap Market,9,"5,666,667",2015-11-19T00:00:00+02:00,2015,11,"$51,000,003",,,,
977409-79593,MIME,Mimecast Ltd,Nasdaq National Market,10,"7,750,000",2015-11-19T00:00:00+02:00,2015,11,"$77,500,000",,,,
905768-79612,MTCH,"Match Group Holdings II, LLC",Nasdaq National Market,12,"33,333,333",2015-11-19T00:00:00+02:00,2015,11,"$399,999,996",,,,
849216-79576,SQ,"Square, Inc.",New York Stock Exchange,9,"27,000,000",2015-11-19T00:00:00+02:00,2015,11,"$243,000,000",,,,
691546-79701,MESO,MESOBLAST LTD,Nasdaq National Market,8,"7,479,617",2015-11-13T00:00:00+02:00,2015,11,"$59,836,936",,,,
701899-79552,INST,INSTRUCTURE INC,New York Stock Exchange,16,"4,400,000",2015-11-13T00:00:00+02:00,2015,11,"$70,400,000",,,,
107924-79522,XCOM,"XTERA COMMUNICATIONS, INC.",Nasdaq National Market,5,"5,000,000",2015-11-12T00:00:00+02:00,2015,11,"$25,000,000",,,,
963623-79558,VYGR,"Voyager Therapeutics, Inc.",Nasdaq National Market,14,"5,000,000",2015-11-11T00:00:00+02:00,2015,11,"$70,000,000",,,,
956413-79562,WVE,Wave Life Sciences Ltd.,Nasdaq National Market,16,"6,375,000",2015-11-11T00:00:00+02:00,2015,11,"$102,000,000",,,,
949822-79499,AAAP,Advanced Accelerator Applications S.A.,Nasdaq National Market,16,"4,688,000",2015-11-11T00:00:00+02:00,2015,11,"$75,008,000",,,,
403446-79553,EQBK,EQUITY BANCSHARES INC,Nasdaq National Market,22.5,"1,940,000",2015-11-11T00:00:00+02:00,2015,11,"$43,650,000",,,,
769251-79627,KURA,"Kura Oncology, Inc.",Nasdaq National Market,8,"6,250,000",2015-11-05T00:00:00+02:00,2015,11,"$50,000,000",,,,
971511-79039,FORK,FULING GLOBAL INC.,Nasdaq SmallCap Market,5,"4,000,000",2015-11-04T00:00:00+02:00,2015,11,"$20,000,000",,,,
947109-76708,CCRC,"China Customer Relations Centers, Inc.",Nasdaq SmallCap Market,4,"2,400,000",2015-12-21T00:00:00+02:00,2015,12,"$9,600,000",,,,
979687-79828,YRD,Yiren Digital Ltd.,New York Stock Exchange,10,"7,500,000",2015-12-18T00:00:00+02:00,2015,12,"$75,000,000",,,,
979107-79756,TEAM,Atlassian Corp Plc,Nasdaq National Market,21,"22,000,000",2015-12-10T00:00:00+02:00,2015,12,"$462,000,000",,,,
985179-80240,SRAQU,"Centennial Resource Development, Inc.",Nasdaq SmallCap Market,10,"45,000,000",2016-02-24T00:00:00+02:00,2016,2,"$450,000,000",,,,
787729-80060,PTI,"YUMANITY THERAPEUTICS, INC.",Nasdaq National Market,8,"6,250,000",2016-02-11T00:00:00+02:00,2016,2,"$50,000,000",,,,
975334-80185,AVXS,"AveXis, Inc.",Nasdaq National Market,20,"4,750,000",2016-02-11T00:00:00+02:00,2016,2,"$95,000,000",,,,
977454-79599,BGNE,"BeiGene, Ltd.",Nasdaq National Market,24,"6,600,000",2016-02-03T00:00:00+02:00,2016,2,"$158,400,000",,,,
973356-80107,EDIT,"Editas Medicine, Inc.",Nasdaq National Market,16,"5,900,000",2016-02-03T00:00:00+02:00,2016,2,"$94,400,000",,,,
951574-80105,CRVS,"Corvus Pharmaceuticals, Inc.",Nasdaq National Market,15,"4,700,000",2016-03-23T00:00:00+02:00,2016,3,"$70,500,000",,,,
942412-80166,SENS,"Senseonics Holdings, Inc.",American Stock Exchange,2.85,"15,800,000",2016-03-18T00:00:00+02:00,2016,3,"$45,030,000",,,,
977382-79589,HCM,Hutchison China MediTech Ltd,Nasdaq National Market,13.5,"7,500,000",2016-03-17T00:00:00+02:00,2016,3,"$101,250,000",,,,
984477-80199,KLREU,Rosehill Resources Inc.,Nasdaq SmallCap Market,10,"8,000,000",2016-03-11T00:00:00+02:00,2016,3,"$80,000,000",,,,
980141-79875,JSYNU,"ISUN, INC.",Nasdaq SmallCap Market,10,"3,900,000",2016-03-03T00:00:00+02:00,2016,3,"$39,000,000",,,,
740721-80110,SNDX,Syndax Pharmaceuticals Inc,Nasdaq National Market,12,"4,400,000",2016-03-03T00:00:00+02:00,2016,3,"$52,800,000",,,,
778389-80189,GWRS,"Global Water Resources, Inc.",Nasdaq National Market,6.25,"1,164,800",2016-04-28T00:00:00+03:00,2016,4,"$7,280,000",,,,
950071-78201,PAVMU,PAVmed Inc.,Nasdaq SmallCap Market,5,"1,060,000",2016-04-28T00:00:00+03:00,2016,4,"$5,300,000",,,,
977107-79572,RRR,"Red Rock Resorts, Inc.",Nasdaq National Market,19.5,"27,250,000",2016-04-27T00:00:00+03:00,2016,4,"$531,375,000",,,,
991362-80657,YIN,Yintech Investment Holdings Ltd,Nasdaq National Market,"13.50	 	","7,500,000",2016-04-27T00:00:00+03:00,2016,4,"$101,250,000",,,,
808846-80010,SCWX,SecureWorks Corp,Nasdaq National Market,14,"8,000,000",2016-04-22T00:00:00+03:00,2016,4,"$112,000,000",,,,
835298-79295,ARA,"American Renal Associates Holdings, Inc.",New York Stock Exchange,22,"7,500,000",2016-04-21T00:00:00+03:00,2016,4,"$165,000,000",,,,
990095-80575,MGP,MGM Growth Properties LLC,New York Stock Exchange,21,"50,000,000",2016-04-20T00:00:00+03:00,2016,4,"$1,050,000,000",,,,
961076-78705,AGLE,"Aeglea BioTherapeutics, Inc.",Nasdaq National Market,10,"5,000,000",2016-04-07T00:00:00+03:00,2016,4,"$50,000,000",,,,
957712-77645,DTSS,DATASEA INC.,OTCBB,0.01,"9,393,000",2016-04-06T00:00:00+03:00,2016,4,"$93,930",,,,
993419-80796,COTV,"Cotiviti Holdings, Inc.",New York Stock Exchange,19,"12,500,000",2016-05-26T00:00:00+03:00,2016,5,"$237,500,000",,,,
928385-79049,GMS,GMS Inc.,New York Stock Exchange,21,"7,000,000",2016-05-26T00:00:00+03:00,2016,5,"$147,000,000",,,,
993296-80783,LCAHU,Waitr Holdings Inc.,Nasdaq SmallCap Market,10,"25,000,000",2016-05-26T00:00:00+03:00,2016,5,"$250,000,000",,,,
704859-80104,RETA,REATA PHARMACEUTICALS INC,Nasdaq National Market,11,"5,500,000",2016-05-26T00:00:00+03:00,2016,5,"$60,500,000",,,,
986420-80322,USFD,US Foods Holding Corp.,New York Stock Exchange,23,"44,444,444",2016-05-26T00:00:00+03:00,2016,5,"$1,022,222,212",,,,
806625-80685,MSBI,"Midland States Bancorp, Inc.",Nasdaq National Market,22,"3,638,755",2016-05-24T00:00:00+03:00,2016,5,"$80,052,610",,,,
992788-80752,CFCOU,FGL Holdings,Nasdaq SmallCap Market,10,"60,000,000",2016-05-20T00:00:00+03:00,2016,5,"$600,000,000",,,,
977595-79619,MRUS,Merus N.V.,Nasdaq National Market,10,"5,500,000",2016-05-19T00:00:00+03:00,2016,5,"$55,000,000",,,,
966453-78536,RGNP,"Sigyn Therapeutics, Inc.",OTCBB,0.5,"3,923,000",2016-05-19T00:00:00+03:00,2016,5,"$1,961,500",,,,
983312-80119,SUPV,Grupo Supervielle S.A.,New York Stock Exchange,11,"25,500,015",2016-05-19T00:00:00+03:00,2016,5,"$280,500,165",,,,
949419-80045,PLSE,"Pulse Biosciences, Inc.",Nasdaq SmallCap Market,4,"5,000,000",2016-05-18T00:00:00+03:00,2016,5,"$20,000,000",,,,
772860-80734,PZRX,"PHASERX, INC.",Nasdaq SmallCap Market,5,"3,700,000",2016-05-18T00:00:00+03:00,2016,5,"$18,500,000",,,,
972709-80181,ONSIU,"Outlook Therapeutics, Inc.",Nasdaq National Market,6,"5,833,334",2016-05-13T00:00:00+03:00,2016,5,"$35,000,004",,,,
982199-80038,ACIA,"Acacia Communications, Inc.",Nasdaq National Market,23,"4,500,000",2016-05-13T00:00:00+03:00,2016,5,"$103,500,000",,,,
973351-79213,SITE,"SiteOne Landscape Supply, Inc.",New York Stock Exchange,21,"10,000,000",2016-05-12T00:00:00+03:00,2016,5,"$210,000,000",,,,
635901-79734,TPB,"Turning Point Brands, Inc.",New York Stock Exchange,10,"5,400,000",2016-05-11T00:00:00+03:00,2016,5,"$54,000,000",,,,
898133-80118,SBPH,"F-star Therapeutics, Inc.",Nasdaq SmallCap Market,12,"920,000",2016-05-06T00:00:00+03:00,2016,5,"$11,040,000",,,,
974471-80688,NTLA,"Intellia Therapeutics, Inc.",Nasdaq National Market,18,"6,000,000",2016-05-06T00:00:00+03:00,2016,5,"$108,000,000",,,,
888137-81033,SYRS,"Syros Pharmaceuticals, Inc.",Nasdaq National Market,12.5,"4,000,000",2016-06-30T00:00:00+03:00,2016,6,"$50,000,000",,,,
866790-80649,GMRE,Global Medical REIT Inc.,New York Stock Exchange,10,"13,043,479",2016-06-29T00:00:00+03:00,2016,6,"$130,434,790",,,,
789817-80982,TWLO,TWILIO INC,New York Stock Exchange,15,"10,000,000",2016-06-23T00:00:00+03:00,2016,6,"$150,000,000",,,,
795595-80972,SELB,SELECTA BIOSCIENCES INC,Nasdaq National Market,14,"5,000,000",2016-06-22T00:00:00+03:00,2016,6,"$70,000,000",,,,
758748-80980,PBNC,Paragon Commercial CORP,Nasdaq SmallCap Market,34,"736,000",2016-06-16T00:00:00+03:00,2016,6,"$25,024,000",,,,
7728-80738,VIVE,"VIVEVE MEDICAL, INC.",Nasdaq SmallCap Market,5,"2,700,000",2016-06-14T00:00:00+03:00,2016,6,"$13,500,000",,,,
994453-80886,COE,China Online Education Group,New York Stock Exchange,19,"2,400,000",2016-06-10T00:00:00+03:00,2016,6,"$45,600,000",,,,
988705-80469,ATKR,Atkore International Group Inc.,New York Stock Exchange,16,"12,000,000",2016-06-10T00:00:00+03:00,2016,6,"$192,000,000",,,,
832198-80325,SRTSU,"Sensus Healthcare, Inc.",Nasdaq SmallCap Market,5.5,"2,000,000",2016-06-03T00:00:00+03:00,2016,6,"$11,000,000",,,,
871449-80135,CLSD,"Clearside Biomedical, Inc.",Nasdaq National Market,7,"7,200,000",2016-06-02T00:00:00+03:00,2016,6,"$50,400,000",,,,
985655-80273,MBRX,"Moleculin Biotech, Inc.",Nasdaq SmallCap Market,6,"1,540,026",2016-06-02T00:00:00+03:00,2016,6,"$9,240,156",,,,
897337-80838,NH,"NantHealth, Inc.",Nasdaq National Market,14,"6,500,000",2016-06-02T00:00:00+03:00,2016,6,"$91,000,000",,,,
998577-81264,APOP,Cellect Biotechnology Ltd.,Nasdaq SmallCap Market,6.5,"1,292,308",2016-07-29T00:00:00+03:00,2016,7,"$8,400,002",,,,
954164-80677,LTEA,Long Blockchain Corp.,Nasdaq SmallCap Market,5.5,"1,818,182",2016-07-29T00:00:00+03:00,2016,7,"$10,000,001",,,,
997830-81213,TLND,Talend S.A.,Nasdaq National Market,18,"5,250,000",2016-07-29T00:00:00+03:00,2016,7,"$94,500,000",,,,
111659-80227,TCMD,TACTILE SYSTEMS TECHNOLOGY INC,Nasdaq National Market,10,"4,000,000",2016-07-28T00:00:00+03:00,2016,7,"$40,000,000",,,,
998260-81254,KNSL,"Kinsale Capital Group, Inc.",Nasdaq National Market,16,"6,600,000",2016-07-28T00:00:00+03:00,2016,7,"$105,600,000",,,,
888674-81089,KDMN,"Kadmon Holdings, Inc.",New York Stock Exchange,12,"6,250,000",2016-07-27T00:00:00+03:00,2016,7,"$75,000,000",,,,
797314-81150,TPIC,"TPI COMPOSITES, INC",Nasdaq National Market,11,"6,250,000",2016-07-22T00:00:00+03:00,2016,7,"$68,750,000",,,,
164589-81026,PI,IMPINJ INC,Nasdaq National Market,14,"4,800,000",2016-07-21T00:00:00+03:00,2016,7,"$67,200,000",,,,
967346-78621,PTHN,Patheon N.V.,New York Stock Exchange,21,"29,761,905",2016-07-21T00:00:00+03:00,2016,7,"$625,000,005",,,,
953394-80103,BOLD,"Audentes Therapeutics, Inc.",Nasdaq National Market,15,"5,000,000",2016-07-20T00:00:00+03:00,2016,7,"$75,000,000",,,,
997236-81172,CPAAU,Conyers Park Acquisition Corp.,Nasdaq SmallCap Market,10,"37,500,000",2016-07-15T00:00:00+03:00,2016,7,"$375,000,000",,,,
991835-80683,APFH,"AdvancePierre Foods Holdings, Inc.",New York Stock Exchange,21,"18,600,000",2016-07-15T00:00:00+03:00,2016,7,"$390,600,000",,,,
996550-81092,LN,LINE Corp,New York Stock Exchange,32.84,"35,000,000",2016-07-14T00:00:00+03:00,2016,7,"$1,149,400,000",,,,
884171-79786,MSDI,"9 METERS BIOPHARMA, INC.",Nasdaq SmallCap Market,4.5,"2,025,000",2016-07-08T00:00:00+03:00,2016,7,"$9,112,500",,,,
992520-80737,MIIIU,"Infrastructure & Energy Alternatives, Inc.",Nasdaq SmallCap Market,10,"15,000,000",2016-07-07T00:00:00+03:00,2016,7,"$150,000,000",,,,
998228-81246,STLRU,"Phunware, Inc.",Nasdaq SmallCap Market,10,"6,500,000",2016-08-19T00:00:00+03:00,2016,8,"$65,000,000",,,,
609696-81314,AIRG,AIRGAIN INC,Nasdaq SmallCap Market,8,"1,500,000",2016-08-12T00:00:00+03:00,2016,8,"$12,000,000",,,,
997644-81198,MEDP,"Medpace Holdings, Inc.",Nasdaq National Market,23,"7,000,000",2016-08-11T00:00:00+03:00,2016,8,"$161,000,000",,,,
722378-81285,PTGX,"Protagonist Therapeutics, Inc",Nasdaq National Market,12,"7,500,000",2016-08-11T00:00:00+03:00,2016,8,"$90,000,000",,,,
764116-81236,ATMR,Atomera Inc,Nasdaq SmallCap Market,7.5,"3,200,000",2016-08-05T00:00:00+03:00,2016,8,"$24,000,000",,,,
